'sample interval','V5','MLII'
2315,-0.210,0.005
2316,-0.230,0.005
2317,-0.240,0.015
2318,-0.220,0.025
2319,-0.215,0.020
2320,-0.230,0.005
2321,-0.255,-0.005
2322,-0.250,0.000
2323,-0.240,0.015
2324,-0.215,0.030
2325,-0.210,0.015
2326,-0.220,0.000
2327,-0.235,-0.005
2328,-0.245,-0.005
2329,-0.235,0.025
2330,-0.220,0.030
2331,-0.210,0.015
2332,-0.215,0.005
2333,-0.240,-0.005
2334,-0.240,0.005
2335,-0.245,0.020
2336,-0.220,0.040
2337,-0.210,0.030
2338,-0.215,0.030
2339,-0.240,0.035
2340,-0.235,0.035
2341,-0.220,0.050
2342,-0.210,0.080
2343,-0.190,0.105
2344,-0.190,0.140
2345,-0.195,0.180
2346,-0.175,0.245
2347,-0.120,0.310
2348,-0.075,0.380
2349,-0.075,0.460
2350,-0.140,0.580
2351,-0.215,0.740
2352,-0.280,0.900
2353,-0.320,1.090
2354,-0.345,1.250
2355,-0.415,1.390
2356,-0.480,1.545
2357,-0.500,1.740
2358,-0.455,1.960
2359,-0.355,2.095
2360,-0.205,2.065
2361,-0.065,1.820
2362,0.015,1.380
2363,0.000,0.845
2364,-0.140,0.410
2365,-0.370,0.155
2366,-0.575,0.035
2367,-0.655,-0.020
2368,-0.645,-0.045
2369,-0.615,-0.040
2370,-0.550,-0.005
2371,-0.435,0.000
2372,-0.325,-0.005
2373,-0.250,-0.010
2374,-0.235,-0.020
2375,-0.235,-0.040
2376,-0.235,-0.050
2377,-0.230,-0.055
2378,-0.210,-0.050
2379,-0.210,-0.065
2380,-0.185,-0.075
2381,-0.200,-0.100
2382,-0.205,-0.095
2383,-0.190,-0.080
2384,-0.180,-0.055
2385,-0.165,-0.065
2386,-0.165,-0.080
2387,-0.160,-0.100
2388,-0.175,-0.090
2389,-0.155,-0.085
2390,-0.140,-0.080
2391,-0.130,-0.075
2392,-0.140,-0.085
2393,-0.150,-0.090
2394,-0.155,-0.100
2395,-0.140,-0.090
2396,-0.125,-0.085
2397,-0.120,-0.085
2398,-0.140,-0.095
2399,-0.145,-0.100
2400,-0.140,-0.100
2401,-0.140,-0.100
2402,-0.120,-0.085
2403,-0.115,-0.095
2404,-0.125,-0.110
2405,-0.130,-0.125
2406,-0.155,-0.115
2407,-0.130,-0.095
2408,-0.115,-0.075
2409,-0.115,-0.085
2410,-0.110,-0.105
2411,-0.120,-0.120
2412,-0.125,-0.120
2413,-0.115,-0.105
2414,-0.115,-0.090
2415,-0.095,-0.090
2416,-0.100,-0.105
2417,-0.110,-0.100
2418,-0.120,-0.095
2419,-0.110,-0.090
2420,-0.105,-0.090
2421,-0.085,-0.085
2422,-0.080,-0.100
2423,-0.110,-0.110
2424,-0.115,-0.095
2425,-0.090,-0.090
2426,-0.070,-0.065
2427,-0.060,-0.080
2428,-0.065,-0.085
2429,-0.080,-0.100
2430,-0.075,-0.085
2431,-0.070,-0.075
2432,-0.040,-0.060
2433,-0.035,-0.055
2434,-0.045,-0.065
2435,-0.060,-0.065
2436,-0.070,-0.075
2437,-0.045,-0.055
2438,-0.035,-0.025
2439,-0.030,-0.030
2440,-0.030,-0.030
2441,-0.035,-0.030
2442,-0.035,-0.020
2443,-0.025,-0.005
2444,-0.005,0.005
2445,0.020,0.010
2446,0.020,0.015
2447,0.000,0.030
2448,0.005,0.050
2449,0.015,0.060
2450,0.030,0.095
2451,0.060,0.095
2452,0.055,0.105
2453,0.045,0.115
2454,0.050,0.140
2455,0.055,0.170
2456,0.075,0.200
2457,0.090,0.200
2458,0.080,0.215
2459,0.070,0.215
2460,0.055,0.235
2461,0.055,0.265
2462,0.070,0.290
2463,0.075,0.280
2464,0.060,0.275
2465,0.030,0.255
2466,0.025,0.245
2467,0.005,0.255
2468,0.015,0.250
2469,0.015,0.245
2470,-0.005,0.220
2471,-0.025,0.185
2472,-0.050,0.175
2473,-0.065,0.165
2474,-0.060,0.150
2475,-0.070,0.140
2476,-0.090,0.120
2477,-0.120,0.100
2478,-0.135,0.100
2479,-0.140,0.100
2480,-0.145,0.095
2481,-0.135,0.085
2482,-0.150,0.075
2483,-0.160,0.060
2484,-0.165,0.065
2485,-0.170,0.065
2486,-0.170,0.070
2487,-0.160,0.070
2488,-0.170,0.050
2489,-0.185,0.035
2490,-0.190,0.040
2491,-0.190,0.060
2492,-0.190,0.065
2493,-0.185,0.055
2494,-0.180,0.040
2495,-0.190,0.020
2496,-0.195,0.040
2497,-0.200,0.030
2498,-0.185,0.040
2499,-0.175,0.035
2500,-0.185,0.015
2501,-0.190,0.015
2502,-0.210,0.020
2503,-0.210,0.020
2504,-0.200,0.025
2505,-0.200,0.015
2506,-0.200,0.000
2507,-0.205,0.000
2508,-0.225,-0.005
2509,-0.225,0.005
2510,-0.200,0.025
2511,-0.190,0.010
2512,-0.200,-0.005
2513,-0.205,-0.030
2514,-0.230,-0.025
2515,-0.215,-0.005
2516,-0.220,0.005
2517,-0.195,0.000
2518,-0.190,0.000
2519,-0.215,-0.010
2520,-0.230,-0.010
2521,-0.220,-0.005
2522,-0.210,0.005
2523,-0.190,0.010
2524,-0.195,-0.005
2525,-0.225,-0.015
2526,-0.225,-0.005
2527,-0.230,0.015
2528,-0.200,0.015
2529,-0.200,0.010
2530,-0.210,-0.005
2531,-0.235,-0.005
2532,-0.230,0.000
2533,-0.220,0.010
2534,-0.220,0.015
2535,-0.200,0.025
2536,-0.215,0.000
2537,-0.225,-0.005
2538,-0.250,-0.010
2539,-0.235,0.015
2540,-0.225,0.030
2541,-0.210,0.010
2542,-0.195,-0.005
2543,-0.225,0.000
2544,-0.235,0.000
2545,-0.225,0.000
2546,-0.220,0.005
2547,-0.225,0.005
2548,-0.210,-0.010
2549,-0.230,-0.010
2550,-0.240,-0.020
2551,-0.230,0.000
2552,-0.225,-0.005
2553,-0.230,-0.010
2554,-0.250,-0.015
2555,-0.260,-0.015
2556,-0.260,-0.020
2557,-0.250,0.000
2558,-0.245,0.000
2559,-0.230,-0.015
2560,-0.245,-0.025
2561,-0.255,-0.040
2562,-0.270,-0.030
2563,-0.270,-0.020
2564,-0.250,0.000
2565,-0.240,0.000
2566,-0.255,-0.015
2567,-0.260,-0.025
2568,-0.255,-0.010
2569,-0.260,-0.015
2570,-0.250,0.000
2571,-0.240,-0.005
2572,-0.260,-0.010
2573,-0.265,-0.030
2574,-0.280,-0.010
2575,-0.255,-0.015
2576,-0.255,-0.005
2577,-0.250,-0.010
2578,-0.250,-0.025
2579,-0.260,-0.050
2580,-0.280,-0.025
2581,-0.275,-0.030
2582,-0.260,0.000
2583,-0.250,-0.005
2584,-0.255,-0.030
2585,-0.290,-0.035
2586,-0.280,-0.030
2587,-0.280,-0.025
2588,-0.260,-0.005
2589,-0.250,-0.015
2590,-0.250,-0.015
2591,-0.270,-0.040
2592,-0.275,-0.020
2593,-0.270,-0.025
2594,-0.255,-0.020
2595,-0.255,-0.020
2596,-0.250,-0.015
2597,-0.280,-0.020
2598,-0.285,-0.025
2599,-0.270,-0.010
2600,-0.265,0.000
2601,-0.255,-0.015
2602,-0.265,-0.035
2603,-0.280,-0.040
2604,-0.280,-0.035
2605,-0.290,-0.020
2606,-0.260,-0.015
2607,-0.260,-0.015
2608,-0.265,-0.030
2609,-0.275,-0.030
2610,-0.290,-0.030
2611,-0.275,-0.015
2612,-0.270,-0.020
2613,-0.265,-0.015
2614,-0.270,-0.025
2615,-0.285,-0.035
2616,-0.290,-0.030
2617,-0.290,-0.030
2618,-0.265,-0.005
2619,-0.255,-0.010
2620,-0.265,-0.020
2621,-0.285,-0.040
2622,-0.285,-0.025
2623,-0.280,-0.020
2624,-0.270,-0.005
2625,-0.265,-0.005
2626,-0.260,-0.025
2627,-0.280,-0.030
2628,-0.285,-0.025
2629,-0.280,-0.025
2630,-0.265,-0.010
2631,-0.265,-0.020
2632,-0.265,-0.025
2633,-0.285,-0.035
2634,-0.290,-0.025
2635,-0.270,-0.020
2636,-0.270,0.000
2637,-0.260,-0.005
2638,-0.260,-0.030
2639,-0.285,-0.030
2640,-0.290,-0.025
2641,-0.275,-0.010
2642,-0.265,0.000
2643,-0.260,-0.015
2644,-0.255,-0.025
2645,-0.275,-0.040
2646,-0.285,-0.025
2647,-0.260,-0.015
2648,-0.245,0.005
2649,-0.230,0.005
2650,-0.220,0.005
2651,-0.230,0.005
2652,-0.240,0.005
2653,-0.235,0.025
2654,-0.220,0.030
2655,-0.210,0.030
2656,-0.215,0.020
2657,-0.225,0.020
2658,-0.220,0.025
2659,-0.205,0.035
2660,-0.195,0.040
2661,-0.195,0.040
2662,-0.195,0.025
2663,-0.205,0.015
2664,-0.215,0.020
2665,-0.210,0.020
2666,-0.200,0.025
2667,-0.195,0.015
2668,-0.225,0.010
2669,-0.250,0.000
2670,-0.270,0.005
2671,-0.260,0.015
2672,-0.250,0.035
2673,-0.235,0.025
2674,-0.235,0.020
2675,-0.260,0.010
2676,-0.265,0.030
2677,-0.255,0.035
2678,-0.240,0.040
2679,-0.220,0.030
2680,-0.235,0.015
2681,-0.235,-0.010
2682,-0.235,-0.020
2683,-0.235,-0.005
2684,-0.230,-0.005
2685,-0.240,-0.015
2686,-0.250,-0.025
2687,-0.290,-0.035
2688,-0.310,-0.015
2689,-0.295,-0.010
2690,-0.275,-0.005
2691,-0.275,-0.005
2692,-0.275,-0.015
2693,-0.290,-0.030
2694,-0.295,-0.020
2695,-0.285,-0.015
2696,-0.275,-0.015
2697,-0.265,-0.025
2698,-0.280,-0.020
2699,-0.295,-0.035
2700,-0.310,-0.035
2701,-0.300,-0.025
2702,-0.285,-0.005
2703,-0.285,-0.015
2704,-0.285,-0.035
2705,-0.295,-0.030
2706,-0.315,-0.035
2707,-0.300,-0.015
2708,-0.290,-0.015
2709,-0.275,-0.015
2710,-0.290,-0.025
2711,-0.310,-0.045
2712,-0.300,-0.020
2713,-0.290,-0.015
2714,-0.280,0.010
2715,-0.270,0.010
2716,-0.275,0.000
2717,-0.285,-0.020
2718,-0.285,-0.015
2719,-0.285,0.015
2720,-0.280,0.025
2721,-0.255,0.020
2722,-0.270,0.025
2723,-0.275,0.035
2724,-0.280,0.060
2725,-0.265,0.115
2726,-0.225,0.145
2727,-0.215,0.175
2728,-0.180,0.235
2729,-0.170,0.265
2730,-0.170,0.290
2731,-0.165,0.370
2732,-0.190,0.465
2733,-0.250,0.585
2734,-0.310,0.700
2735,-0.355,0.820
2736,-0.410,0.960
2737,-0.460,1.110
2738,-0.540,1.260
2739,-0.610,1.385
2740,-0.640,1.520
2741,-0.630,1.695
2742,-0.570,1.875
2743,-0.480,2.000
2744,-0.345,2.025
2745,-0.210,1.860
2746,-0.095,1.520
2747,-0.065,1.060
2748,-0.110,0.615
2749,-0.265,0.315
2750,-0.460,0.135
2751,-0.605,0.020
2752,-0.655,-0.040
2753,-0.655,-0.040
2754,-0.630,-0.030
2755,-0.530,-0.010
2756,-0.425,-0.005
2757,-0.345,-0.020
2758,-0.300,-0.030
2759,-0.290,-0.050
2760,-0.285,-0.060
2761,-0.280,-0.060
2762,-0.260,-0.065
2763,-0.245,-0.095
2764,-0.260,-0.105
2765,-0.265,-0.120
2766,-0.260,-0.120
2767,-0.255,-0.105
2768,-0.235,-0.090
2769,-0.220,-0.100
2770,-0.205,-0.120
2771,-0.235,-0.140
2772,-0.235,-0.125
2773,-0.215,-0.115
2774,-0.205,-0.100
2775,-0.200,-0.100
2776,-0.190,-0.120
2777,-0.205,-0.140
2778,-0.195,-0.135
2779,-0.200,-0.110
2780,-0.205,-0.095
2781,-0.190,-0.110
2782,-0.195,-0.115
2783,-0.195,-0.125
2784,-0.200,-0.125
2785,-0.190,-0.120
2786,-0.195,-0.100
2787,-0.170,-0.115
2788,-0.180,-0.135
2789,-0.185,-0.140
2790,-0.215,-0.145
2791,-0.205,-0.120
2792,-0.185,-0.105
2793,-0.175,-0.130
2794,-0.185,-0.150
2795,-0.195,-0.150
2796,-0.190,-0.145
2797,-0.205,-0.130
2798,-0.180,-0.105
2799,-0.165,-0.120
2800,-0.185,-0.145
2801,-0.190,-0.150
2802,-0.190,-0.135
2803,-0.205,-0.130
2804,-0.175,-0.120
2805,-0.165,-0.135
2806,-0.180,-0.130
2807,-0.175,-0.145
2808,-0.185,-0.140
2809,-0.170,-0.135
2810,-0.160,-0.120
2811,-0.150,-0.115
2812,-0.160,-0.130
2813,-0.160,-0.140
2814,-0.165,-0.130
2815,-0.150,-0.135
2816,-0.145,-0.125
2817,-0.140,-0.130
2818,-0.165,-0.140
2819,-0.160,-0.125
2820,-0.170,-0.120
2821,-0.160,-0.115
2822,-0.135,-0.100
2823,-0.135,-0.120
2824,-0.130,-0.125
2825,-0.140,-0.135
2826,-0.135,-0.135
2827,-0.130,-0.115
2828,-0.130,-0.095
2829,-0.105,-0.090
2830,-0.110,-0.105
2831,-0.120,-0.110
2832,-0.125,-0.110
2833,-0.110,-0.095
2834,-0.090,-0.085
2835,-0.090,-0.080
2836,-0.095,-0.090
2837,-0.105,-0.100
2838,-0.100,-0.075
2839,-0.085,-0.065
2840,-0.070,-0.035
2841,-0.065,-0.055
2842,-0.060,-0.055
2843,-0.075,-0.050
2844,-0.075,-0.040
2845,-0.065,-0.020
2846,-0.045,0.015
2847,-0.030,0.015
2848,-0.035,0.020
2849,-0.040,0.025
2850,-0.045,0.040
2851,-0.035,0.060
2852,-0.020,0.100
2853,0.000,0.100
2854,-0.010,0.110
2855,-0.010,0.125
2856,-0.020,0.135
2857,-0.010,0.170
2858,0.005,0.190
2859,0.015,0.200
2860,0.000,0.195
2861,0.000,0.195
2862,-0.010,0.205
2863,-0.005,0.230
2864,0.000,0.250
2865,0.000,0.245
2866,-0.005,0.230
2867,-0.015,0.235
2868,-0.040,0.235
2869,-0.040,0.220
2870,-0.050,0.240
2871,-0.050,0.205
2872,-0.065,0.195
2873,-0.090,0.170
2874,-0.100,0.175
2875,-0.115,0.175
2876,-0.105,0.170
2877,-0.110,0.160
2878,-0.125,0.140
2879,-0.135,0.115
2880,-0.155,0.110
2881,-0.150,0.100
2882,-0.145,0.125
2883,-0.140,0.110
2884,-0.160,0.090
2885,-0.180,0.070
2886,-0.185,0.075
2887,-0.200,0.095
2888,-0.170,0.100
2889,-0.165,0.085
2890,-0.170,0.065
2891,-0.195,0.070
2892,-0.200,0.055
2893,-0.195,0.085
2894,-0.185,0.085
2895,-0.180,0.065
2896,-0.185,0.060
2897,-0.225,0.050
2898,-0.220,0.055
2899,-0.215,0.075
2900,-0.200,0.070
2901,-0.190,0.075
2902,-0.210,0.070
2903,-0.215,0.050
2904,-0.225,0.055
2905,-0.225,0.070
2906,-0.210,0.065
2907,-0.195,0.060
2908,-0.210,0.055
2909,-0.220,0.045
2910,-0.225,0.035
2911,-0.220,0.065
2912,-0.205,0.075
2913,-0.200,0.055
2914,-0.210,0.055
2915,-0.220,0.025
2916,-0.240,0.035
2917,-0.230,0.035
2918,-0.200,0.045
2919,-0.200,0.040
2920,-0.215,0.025
2921,-0.220,0.015
2922,-0.225,0.020
2923,-0.215,0.025
2924,-0.190,0.030
2925,-0.205,0.025
2926,-0.200,0.020
2927,-0.210,0.015
2928,-0.225,0.025
2929,-0.210,0.030
2930,-0.195,0.035
2931,-0.195,0.030
2932,-0.200,0.020
2933,-0.210,0.010
2934,-0.235,0.005
2935,-0.230,0.015
2936,-0.200,0.040
2937,-0.185,0.035
2938,-0.205,0.035
2939,-0.210,0.025
2940,-0.215,0.025
2941,-0.210,0.040
2942,-0.200,0.040
2943,-0.190,0.035
2944,-0.190,0.020
2945,-0.205,0.010
2946,-0.220,0.025
2947,-0.205,0.040
2948,-0.185,0.050
2949,-0.185,0.050
2950,-0.190,0.040
2951,-0.215,0.025
2952,-0.225,0.025
2953,-0.200,0.035
2954,-0.185,0.045
2955,-0.185,0.025
2956,-0.190,0.020
2957,-0.200,0.010
2958,-0.210,0.030
2959,-0.205,0.030
2960,-0.185,0.035
2961,-0.190,0.035
2962,-0.195,0.030
2963,-0.205,0.020
2964,-0.210,0.030
2965,-0.200,0.035
2966,-0.205,0.045
2967,-0.200,0.045
2968,-0.195,0.030
2969,-0.220,0.030
2970,-0.225,0.010
2971,-0.235,0.025
2972,-0.225,0.045
2973,-0.215,0.045
2974,-0.220,0.025
2975,-0.220,0.015
2976,-0.225,0.015
2977,-0.225,0.020
2978,-0.205,0.025
2979,-0.210,0.030
2980,-0.210,0.025
2981,-0.240,0.005
2982,-0.240,0.020
2983,-0.235,0.030
2984,-0.210,0.040
2985,-0.210,0.030
2986,-0.210,0.020
2987,-0.225,-0.005
2988,-0.240,-0.005
2989,-0.225,0.020
2990,-0.210,0.025
2991,-0.215,0.020
2992,-0.220,0.015
2993,-0.230,-0.005
2994,-0.240,0.000
2995,-0.225,0.020
2996,-0.230,0.030
2997,-0.205,0.025
2998,-0.220,0.010
2999,-0.250,0.015
3000,-0.245,0.010
3001,-0.230,0.015
3002,-0.220,0.035
3003,-0.200,0.020
3004,-0.215,0.000
3005,-0.230,0.005
3006,-0.245,0.000
3007,-0.235,0.015
3008,-0.215,0.030
3009,-0.210,0.035
3010,-0.225,0.025
3011,-0.225,0.005
3012,-0.230,0.005
3013,-0.235,0.015
3014,-0.205,0.020
3015,-0.220,0.025
3016,-0.220,0.010
3017,-0.240,0.010
3018,-0.235,0.010
3019,-0.245,0.015
3020,-0.215,0.030
3021,-0.205,0.020
3022,-0.220,0.010
3023,-0.255,0.000
3024,-0.250,0.015
3025,-0.235,0.015
3026,-0.215,0.035
3027,-0.220,0.010
3028,-0.225,0.020
3029,-0.230,-0.010
3030,-0.235,0.010
3031,-0.230,0.030
3032,-0.215,0.030
3033,-0.220,0.025
3034,-0.220,0.010
3035,-0.235,0.005
3036,-0.240,0.005
3037,-0.225,0.020
3038,-0.215,0.015
3039,-0.215,0.030
3040,-0.210,0.025
3041,-0.225,0.020
3042,-0.215,0.020
3043,-0.230,0.040
3044,-0.205,0.035
3045,-0.195,0.040
3046,-0.205,0.010
3047,-0.230,0.015
3048,-0.245,0.025
3049,-0.210,0.040
3050,-0.210,0.050
3051,-0.200,0.030
3052,-0.200,0.010
3053,-0.225,0.005
3054,-0.220,0.020
3055,-0.220,0.015
3056,-0.195,0.035
3057,-0.195,0.035
3058,-0.200,0.025
3059,-0.210,0.005
3060,-0.215,0.025
3061,-0.210,0.035
3062,-0.195,0.040
3063,-0.190,0.030
3064,-0.205,0.020
3065,-0.220,0.015
3066,-0.225,0.025
3067,-0.210,0.035
3068,-0.195,0.060
3069,-0.185,0.045
3070,-0.190,0.035
3071,-0.200,0.030
3072,-0.190,0.030
3073,-0.190,0.045
3074,-0.170,0.060
3075,-0.160,0.070
3076,-0.170,0.055
3077,-0.160,0.060
3078,-0.165,0.065
3079,-0.185,0.080
3080,-0.150,0.085
3081,-0.140,0.090
3082,-0.140,0.085
3083,-0.145,0.065
3084,-0.130,0.080
3085,-0.130,0.095
3086,-0.130,0.095
3087,-0.125,0.095
3088,-0.135,0.080
3089,-0.145,0.075
3090,-0.170,0.070
3091,-0.165,0.065
3092,-0.165,0.080
3093,-0.175,0.080
3094,-0.180,0.055
3095,-0.195,0.040
3096,-0.200,0.055
3097,-0.195,0.070
3098,-0.175,0.080
3099,-0.170,0.070
3100,-0.190,0.065
3101,-0.195,0.075
3102,-0.190,0.070
3103,-0.180,0.070
3104,-0.155,0.095
3105,-0.150,0.080
3106,-0.155,0.065
3107,-0.160,0.035
3108,-0.180,0.045
3109,-0.175,0.045
3110,-0.165,0.055
3111,-0.195,0.040
3112,-0.205,0.040
3113,-0.210,0.015
3114,-0.230,0.015
3115,-0.210,0.030
3116,-0.210,0.040
3117,-0.200,0.035
3118,-0.200,0.030
3119,-0.215,0.010
3120,-0.215,0.020
3121,-0.225,0.030
3122,-0.190,0.040
3123,-0.195,0.035
3124,-0.200,0.020
3125,-0.225,0.010
3126,-0.230,0.015
3127,-0.215,0.030
3128,-0.205,0.040
3129,-0.200,0.020
3130,-0.205,0.025
3131,-0.220,-0.010
3132,-0.230,0.015
3133,-0.225,0.015
3134,-0.205,0.030
3135,-0.220,0.035
3136,-0.225,0.025
3137,-0.235,0.000
3138,-0.250,0.000
3139,-0.220,0.015
3140,-0.200,0.030
3141,-0.195,0.020
3142,-0.200,0.015
3143,-0.220,0.015
3144,-0.215,0.020
3145,-0.215,0.045
3146,-0.185,0.065
3147,-0.175,0.070
3148,-0.185,0.075
3149,-0.195,0.095
3150,-0.180,0.130
3151,-0.160,0.185
3152,-0.130,0.255
3153,-0.115,0.310
3154,-0.085,0.350
3155,-0.110,0.400
3156,-0.165,0.520
3157,-0.235,0.660
3158,-0.280,0.830
3159,-0.325,0.995
3160,-0.355,1.140
3161,-0.435,1.290
3162,-0.505,1.455
3163,-0.550,1.640
3164,-0.540,1.835
3165,-0.490,2.045
3166,-0.415,2.205
3167,-0.310,2.240
3168,-0.200,2.175
3169,-0.075,1.965
3170,0.005,1.635
3171,0.030,1.225
3172,-0.045,0.800
3173,-0.205,0.475
3174,-0.390,0.245
3175,-0.525,0.095
3176,-0.575,0.025
3177,-0.575,-0.005
3178,-0.560,0.000
3179,-0.520,-0.010
3180,-0.425,0.000
3181,-0.320,0.010
3182,-0.230,0.005
3183,-0.210,0.000
3184,-0.200,-0.040
3185,-0.200,-0.050
3186,-0.190,-0.075
3187,-0.180,-0.070
3188,-0.155,-0.065
3189,-0.145,-0.080
3190,-0.150,-0.085
3191,-0.150,-0.105
3192,-0.155,-0.095
3193,-0.145,-0.085
3194,-0.120,-0.080
3195,-0.125,-0.085
3196,-0.120,-0.100
3197,-0.130,-0.110
3198,-0.140,-0.120
3199,-0.130,-0.090
3200,-0.100,-0.085
3201,-0.090,-0.090
3202,-0.110,-0.105
3203,-0.110,-0.110
3204,-0.120,-0.120
3205,-0.115,-0.110
3206,-0.100,-0.090
3207,-0.090,-0.105
3208,-0.110,-0.110
3209,-0.110,-0.125
3210,-0.115,-0.125
3211,-0.115,-0.125
3212,-0.110,-0.120
3213,-0.090,-0.125
3214,-0.095,-0.135
3215,-0.105,-0.145
3216,-0.105,-0.150
3217,-0.080,-0.125
3218,-0.080,-0.120
3219,-0.065,-0.125
3220,-0.070,-0.135
3221,-0.095,-0.165
3222,-0.105,-0.150
3223,-0.075,-0.135
3224,-0.065,-0.120
3225,-0.055,-0.130
3226,-0.075,-0.145
3227,-0.080,-0.145
3228,-0.080,-0.145
3229,-0.075,-0.130
3230,-0.060,-0.130
3231,-0.045,-0.135
3232,-0.060,-0.140
3233,-0.070,-0.150
3234,-0.075,-0.130
3235,-0.070,-0.125
3236,-0.045,-0.125
3237,-0.050,-0.125
3238,-0.050,-0.150
3239,-0.050,-0.155
3240,-0.050,-0.140
3241,-0.040,-0.130
3242,-0.015,-0.115
3243,-0.010,-0.120
3244,-0.005,-0.130
3245,-0.025,-0.140
3246,-0.040,-0.135
3247,-0.020,-0.115
3248,0.005,-0.105
3249,0.015,-0.095
3250,0.015,-0.105
3251,0.005,-0.115
3252,0.005,-0.110
3253,0.025,-0.085
3254,0.040,-0.080
3255,0.050,-0.085
3256,0.045,-0.095
3257,0.030,-0.095
3258,0.030,-0.070
3259,0.050,-0.050
3260,0.050,-0.035
3261,0.070,-0.025
3262,0.065,-0.025
3263,0.080,-0.030
3264,0.080,-0.005
3265,0.100,0.030
3266,0.120,0.055
3267,0.120,0.060
3268,0.105,0.065
3269,0.110,0.075
3270,0.105,0.100
3271,0.120,0.130
3272,0.145,0.170
3273,0.140,0.170
3274,0.130,0.170
3275,0.135,0.185
3276,0.140,0.195
3277,0.135,0.235
3278,0.145,0.245
3279,0.155,0.260
3280,0.140,0.250
3281,0.120,0.235
3282,0.100,0.235
3283,0.090,0.255
3284,0.100,0.260
3285,0.090,0.255
3286,0.080,0.215
3287,0.060,0.190
3288,0.030,0.195
3289,0.030,0.190
3290,0.040,0.185
3291,0.025,0.190
3292,0.005,0.160
3293,-0.015,0.135
3294,-0.025,0.125
3295,-0.035,0.125
3296,-0.020,0.125
3297,-0.035,0.110
3298,-0.040,0.090
3299,-0.065,0.085
3300,-0.080,0.080
3301,-0.070,0.085
3302,-0.070,0.090
3303,-0.050,0.065
3304,-0.070,0.070
3305,-0.090,0.050
3306,-0.095,0.050
3307,-0.110,0.065
3308,-0.080,0.075
3309,-0.065,0.070
3310,-0.085,0.070
3311,-0.095,0.050
3312,-0.110,0.060
3313,-0.100,0.060
3314,-0.090,0.065
3315,-0.080,0.065
3316,-0.095,0.060
3317,-0.115,0.035
3318,-0.135,0.050
3319,-0.125,0.060
3320,-0.100,0.075
3321,-0.100,0.060
3322,-0.100,0.055
3323,-0.115,0.040
3324,-0.115,0.050
3325,-0.125,0.065
3326,-0.115,0.065
3327,-0.100,0.050
3328,-0.110,0.045
3329,-0.115,0.030
3330,-0.120,0.030
3331,-0.120,0.050
3332,-0.100,0.050
3333,-0.095,0.040
3334,-0.105,0.025
3335,-0.130,0.020
3336,-0.130,0.020
3337,-0.135,0.040
3338,-0.110,0.045
3339,-0.100,0.040
3340,-0.120,0.030
3341,-0.130,0.015
3342,-0.125,0.030
3343,-0.115,0.030
3344,-0.105,0.040
3345,-0.105,0.025
3346,-0.125,0.015
3347,-0.135,0.020
3348,-0.130,0.010
3349,-0.130,0.035
3350,-0.100,0.050
3351,-0.105,0.045
3352,-0.125,0.025
3353,-0.125,0.015
3354,-0.130,0.030
3355,-0.130,0.045
3356,-0.110,0.070
3357,-0.105,0.065
3358,-0.110,0.050
3359,-0.115,0.045
3360,-0.120,0.040
3361,-0.120,0.045
3362,-0.105,0.065
3363,-0.100,0.065
3364,-0.110,0.055
3365,-0.120,0.045
3366,-0.125,0.055
3367,-0.115,0.070
3368,-0.115,0.075
3369,-0.110,0.055
3370,-0.110,0.050
3371,-0.140,0.050
3372,-0.140,0.055
3373,-0.135,0.070
3374,-0.120,0.075
3375,-0.120,0.065
3376,-0.130,0.055
3377,-0.145,0.045
3378,-0.155,0.045
3379,-0.145,0.055
3380,-0.115,0.070
3381,-0.120,0.065
3382,-0.125,0.050
3383,-0.150,0.040
3384,-0.155,0.035
3385,-0.140,0.055
3386,-0.130,0.055
3387,-0.125,0.055
3388,-0.140,0.040
3389,-0.155,0.035
3390,-0.150,0.035
3391,-0.150,0.050
3392,-0.125,0.055
3393,-0.135,0.040
3394,-0.160,0.035
3395,-0.180,0.025
3396,-0.175,0.035
3397,-0.165,0.030
3398,-0.155,0.040
3399,-0.150,0.050
3400,-0.165,0.030
3401,-0.170,0.020
3402,-0.175,0.025
3403,-0.170,0.035
3404,-0.150,0.055
3405,-0.155,0.035
3406,-0.165,0.025
3407,-0.180,0.025
3408,-0.175,0.025
3409,-0.165,0.040
3410,-0.150,0.050
3411,-0.160,0.035
3412,-0.155,0.030
3413,-0.170,0.015
3414,-0.170,0.025
3415,-0.170,0.040
3416,-0.160,0.040
3417,-0.155,0.040
3418,-0.165,0.025
3419,-0.185,0.010
3420,-0.170,0.020
3421,-0.165,0.035
3422,-0.145,0.045
3423,-0.160,0.040
3424,-0.165,0.030
3425,-0.175,0.010
3426,-0.180,0.020
3427,-0.190,0.035
3428,-0.150,0.030
3429,-0.155,0.030
3430,-0.160,0.015
3431,-0.170,0.010
3432,-0.185,0.015
3433,-0.165,0.035
3434,-0.160,0.055
3435,-0.155,0.040
3436,-0.160,0.035
3437,-0.175,0.025
3438,-0.180,0.030
3439,-0.175,0.035
3440,-0.155,0.040
3441,-0.160,0.035
3442,-0.160,0.025
3443,-0.175,0.020
3444,-0.185,0.030
3445,-0.175,0.045
3446,-0.165,0.045
3447,-0.170,0.050
3448,-0.180,0.030
3449,-0.200,0.025
3450,-0.190,0.020
3451,-0.190,0.035
3452,-0.170,0.060
